hotel,nom,description,prix,actif,date_creation,date_update
6956e0fd33e2abe4be8bd2cc,Excursion privée guidée,Service premium: Excursion privée guidée,43,True,2026-01-01 21:02:53.547,2026-01-01 21:02:53.547
6956e0fd33e2abe4be8bd2cc,Location vélo électrique,Service premium: Location vélo électrique,89,True,2026-01-01 21:02:53.548,2026-01-01 21:02:53.548
6956e0fd33e2abe4be8bd2cc,Dîner gastronomique,Service premium: Dîner gastronomique,134,True,2026-01-01 21:02:53.548,2026-01-01 21:02:53.548
6956e0fd33e2abe4be8bd2ce,Bouquet de fleurs,Service premium: Bouquet de fleurs,180,True,2026-01-01 21:02:53.551,2026-01-01 21:02:53.551
6956e0fd33e2abe4be8bd2ce,Massage premium spécial,Service premium: Massage premium spécial,184,True,2026-01-01 21:02:53.552,2026-01-01 21:02:53.552
6956e0fd33e2abe4be8bd2ce,Excursion privée guidée,Service premium: Excursion privée guidée,231,True,2026-01-01 21:02:53.553,2026-01-01 21:02:53.553
6956e0fd33e2abe4be8bd2ce,Baby-sitting professionnel,Service premium: Baby-sitting professionnel,163,True,2026-01-01 21:02:53.554,2026-01-01 21:02:53.554
6956e0fd33e2abe4be8bd2ce,Petit-déjeuner continental,Service premium: Petit-déjeuner continental,47,True,2026-01-01 21:02:53.555,2026-01-01 21:02:53.555
6956e0fd33e2abe4be8bd2ce,Massage premium spécial,Service premium: Massage premium spécial,94,True,2026-01-01 21:02:53.556,2026-01-01 21:02:53.556
6956e0fd33e2abe4be8bd2ce,Location voiture,Service premium: Location voiture,97,True,2026-01-01 21:02:53.557,2026-01-01 21:02:53.557
6956e0fd33e2abe4be8bd2ce,Dîner gastronomique,Service premium: Dîner gastronomique,245,True,2026-01-01 21:02:53.558,2026-01-01 21:02:53.558
6956e0fd33e2abe4be8bd2ce,Massage relaxant 90min,Service premium: Massage relaxant 90min,168,True,2026-01-01 21:02:53.559,2026-01-01 21:02:53.559
6956e0fd33e2abe4be8bd2ce,Location voiture,Service premium: Location voiture,57,True,2026-01-01 21:02:53.560,2026-01-01 21:02:53.560
6956e0fd33e2abe4be8bd2ce,Cours de yoga privé,Service premium: Cours de yoga privé,31,True,2026-01-01 21:02:53.561,2026-01-01 21:02:53.561
6956e0fd33e2abe4be8bd2d0,Séance fitness personnel,Service premium: Séance fitness personnel,199,False,2026-01-01 21:02:53.563,2026-01-01 21:02:53.563
6956e0fd33e2abe4be8bd2d0,Baby-sitting professionnel,Service premium: Baby-sitting professionnel,186,True,2026-01-01 21:02:53.563,2026-01-01 21:02:53.563
6956e0fd33e2abe4be8bd2d0,Location voiture,Service premium: Location voiture,41,True,2026-01-01 21:02:53.564,2026-01-01 21:02:53.564
6956e0fd33e2abe4be8bd2d0,Baby-sitting professionnel,Service premium: Baby-sitting professionnel,87,True,2026-01-01 21:02:53.565,2026-01-01 21:02:53.565
6956e0fd33e2abe4be8bd2d0,Excursion privée guidée,Service premium: Excursion privée guidée,233,True,2026-01-01 21:02:53.566,2026-01-01 21:02:53.566
6956e0fd33e2abe4be8bd2d0,Massage relaxant 60min,Service premium: Massage relaxant 60min,146,True,2026-01-01 21:02:53.568,2026-01-01 21:02:53.568
6956e0fd33e2abe4be8bd2d0,Champagne & amuse-bouches,Service premium: Champagne & amuse-bouches,85,True,2026-01-01 21:02:53.569,2026-01-01 21:02:53.569
6956e0fd33e2abe4be8bd2d0,Excursion privée guidée,Service premium: Excursion privée guidée,123,True,2026-01-01 21:02:53.570,2026-01-01 21:02:53.570
6956e0fd33e2abe4be8bd2d0,Bouquet de fleurs,Service premium: Bouquet de fleurs,159,False,2026-01-01 21:02:53.570,2026-01-01 21:02:53.570
6956e0fd33e2abe4be8bd2d0,Baby-sitting professionnel,Service premium: Baby-sitting professionnel,50,True,2026-01-01 21:02:53.571,2026-01-01 21:02:53.571
6956e0fd33e2abe4be8bd2d0,Location vélo électrique,Service premium: Location vélo électrique,40,True,2026-01-01 21:02:53.572,2026-01-01 21:02:53.572
6956e0fd33e2abe4be8bd2d2,Bouquet de fleurs,Service premium: Bouquet de fleurs,146,True,2026-01-01 21:02:53.574,2026-01-01 21:02:53.574
6956e0fd33e2abe4be8bd2d2,Transfert aéroport,Service premium: Transfert aéroport,171,True,2026-01-01 21:02:53.575,2026-01-01 21:02:53.575
6956e0fd33e2abe4be8bd2d2,Petit-déjeuner continental,Service premium: Petit-déjeuner continental,185,False,2026-01-01 21:02:53.576,2026-01-01 21:02:53.576
6956e0fd33e2abe4be8bd2d2,Location vélo électrique,Service premium: Location vélo électrique,31,True,2026-01-01 21:02:53.577,2026-01-01 21:02:53.577
6956e0fd33e2abe4be8bd2d2,Massage premium spécial,Service premium: Massage premium spécial,162,True,2026-01-01 21:02:53.578,2026-01-01 21:02:53.578
6956e0fd33e2abe4be8bd2d2,Séance fitness personnel,Service premium: Séance fitness personnel,37,True,2026-01-01 21:02:53.579,2026-01-01 21:02:53.579
6956e0fd33e2abe4be8bd2d2,Préparation spéciale chambre,Service premium: Préparation spéciale chambre,35,True,2026-01-01 21:02:53.580,2026-01-01 21:02:53.580
6956e0fd33e2abe4be8bd2d2,Petit-déjeuner en chambre,Service premium: Petit-déjeuner en chambre,125,True,2026-01-01 21:02:53.581,2026-01-01 21:02:53.581
6956e0fd33e2abe4be8bd2d2,Bouquet de fleurs,Service premium: Bouquet de fleurs,109,True,2026-01-01 21:02:53.583,2026-01-01 21:02:53.583
